0.0314159 0.000252313 -0.00195715  -59.2951 -502.554  
82.4668 1.25944e-08 -0.0120658  5.49991 -0.363611  
82.5296 1.25157e-08 -0.0120567  5.49991 -0.363336  
82.5925 1.24374e-08 -0.0120477  5.49991 -0.363062  
82.6553 1.23594e-08 -0.0120386  5.49991 -0.362789  
82.7181 1.22818e-08 -0.0120295  5.49991 -0.362516  
82.781 1.22045e-08 -0.0120205  5.49992 -0.362243  
82.8438 1.21276e-08 -0.0120115  5.49992 -0.361971  
82.9066 1.20511e-08 -0.0120024  5.49992 -0.361699  
82.9695 1.19748e-08 -0.0119934  5.49992 -0.361427  
83.0323 1.1899e-08 -0.0119845  5.49992 -0.361156  
83.0951 1.18234e-08 -0.0119755  5.49992 -0.360885  
83.158 1.17483e-08 -0.0119665  5.49992 -0.360615  
83.2208 1.16734e-08 -0.0119576  5.49992 -0.360345  
83.2836 1.15989e-08 -0.0119486  5.49992 -0.360076  
83.3465 1.15248e-08 -0.0119397  5.49992 -0.359806  
83.4093 1.14509e-08 -0.0119308  5.49992 -0.359538  
83.4721 1.13774e-08 -0.0119219  5.49992 -0.359269  
83.5349 1.13043e-08 -0.011913  5.49992 -0.359002  
83.5978 1.12314e-08 -0.0119042  5.49992 -0.358734  
83.6606 1.11589e-08 -0.0118953  5.49992 -0.358467  
83.7234 1.10868e-08 -0.0118865  5.49992 -0.3582  
83.7863 1.10149e-08 -0.0118777  5.49992 -0.357934  
83.8491 1.09434e-08 -0.0118688  5.49992 -0.357668  
83.9119 1.08722e-08 -0.01186  5.49992 -0.357402  
83.9748 1.08014e-08 -0.0118512  5.49992 -0.357137  
84.0376 1.07308e-08 -0.0118425  5.49992 -0.356873  
84.1004 1.06606e-08 -0.0118337  5.49992 -0.356608  
84.1633 1.05906e-08 -0.011825  5.49992 -0.356344  
84.2261 1.0521e-08 -0.0118162  5.49992 -0.356081  
84.2889 1.04518e-08 -0.0118075  5.49992 -0.355818  
84.3518 1.03828e-08 -0.0117988  5.49993 -0.355555  
84.4146 1.03141e-08 -0.0117901  5.49993 -0.355292  
84.4774 1.02458e-08 -0.0117814  5.49993 -0.35503  
84.5403 1.01777e-08 -0.0117727  5.49993 -0.354769  
84.6031 1.011e-08 -0.0117641  5.49993 -0.354508  
84.6659 1.00426e-08 -0.0117554  5.49993 -0.354247  
84.7288 9.97543e-09 -0.0117468  5.49993 -0.353986  
84.7916 9.9086e-09 -0.0117382  5.49993 -0.353726  
84.8544 9.84208e-09 -0.0117295  5.49993 -0.353466  
84.9172 9.77585e-09 -0.0117209  5.49993 -0.353207  
84.9801 9.70992e-09 -0.0117124  5.49993 -0.352948  
85.0429 9.64429e-09 -0.0117038  5.49993 -0.35269  
85.1057 9.57895e-09 -0.0116952  5.49993 -0.352432  
85.1686 9.51391e-09 -0.0116867  5.49993 -0.352174  
85.2314 9.44916e-09 -0.0116781  5.49993 -0.351916  
85.2942 9.3847e-09 -0.0116696  5.49993 -0.351659  
85.3571 9.32053e-09 -0.0116611  5.49993 -0.351403  
85.4199 9.25665e-09 -0.0116526  5.49993 -0.351146  
85.4827 9.19305e-09 -0.0116441  5.49993 -0.35089  
85.5456 9.12974e-09 -0.0116357  5.49993 -0.350635  
85.6084 9.06671e-09 -0.0116272  5.49993 -0.35038  
85.6712 9.00397e-09 -0.0116187  5.49993 -0.350125  
85.7341 8.94151e-09 -0.0116103  5.49993 -0.34987  
85.7969 8.87932e-09 -0.0116019  5.49993 -0.349616  
85.8597 8.81742e-09 -0.0115935  5.49993 -0.349363  
85.9226 8.75579e-09 -0.0115851  5.49993 -0.349109  
85.9854 8.69444e-09 -0.0115767  5.49993 -0.348856  
86.0482 8.63337e-09 -0.0115683  5.49994 -0.348604  
86.1111 8.57256e-09 -0.0115599  5.49994 -0.348351  
86.1739 8.51203e-09 -0.0115516  5.49994 -0.3481  
86.2367 8.45177e-09 -0.0115432  5.49994 -0.347848  
86.2996 8.39178e-09 -0.0115349  5.49994 -0.347597  
86.3624 8.33206e-09 -0.0115266  5.49994 -0.347346  
86.4252 8.2726e-09 -0.0115183  5.49994 -0.347096  
86.488 8.21341e-09 -0.01151  5.49994 -0.346846  
86.5509 8.15449e-09 -0.0115017  5.49994 -0.346596  
86.6137 8.09582e-09 -0.0114935  5.49994 -0.346347  
86.6765 8.03742e-09 -0.0114852  5.49994 -0.346098  
86.7394 7.97928e-09 -0.011477  5.49994 -0.345849  
86.8022 7.9214e-09 -0.0114687  5.49994 -0.345601  
86.865 7.86378e-09 -0.0114605  5.49994 -0.345353  
86.9279 7.80641e-09 -0.0114523  5.49994 -0.345105  
86.9907 7.7493e-09 -0.0114441  5.49994 -0.344858  
87.0535 7.69245e-09 -0.0114359  5.49994 -0.344611  
87.1164 7.63585e-09 -0.0114277  5.49994 -0.344365  
87.1792 7.5795e-09 -0.0114196  5.49994 -0.344119  
87.242 7.5234e-09 -0.0114114  5.49994 -0.343873  
87.3049 7.46755e-09 -0.0114033  5.49994 -0.343627  
87.3677 7.41195e-09 -0.0113951  5.49994 -0.343382  
87.4305 7.3566e-09 -0.011387  5.49994 -0.343138  
87.4934 7.30149e-09 -0.0113789  5.49994 -0.342893  
87.5562 7.24663e-09 -0.0113708  5.49994 -0.342649  
87.619 7.19201e-09 -0.0113627  5.49994 -0.342405  
87.6819 7.13763e-09 -0.0113547  5.49994 -0.342162  
87.7447 7.0835e-09 -0.0113466  5.49994 -0.341919  
87.8075 7.02961e-09 -0.0113386  5.49994 -0.341676  
87.8703 6.97595e-09 -0.0113305  5.49995 -0.341434  
87.9332 6.92254e-09 -0.0113225  5.49995 -0.341192  
87.996 6.86936e-09 -0.0113145  5.49995 -0.340951  
88.0588 6.81642e-09 -0.0113065  5.49995 -0.340709  
88.1217 6.76371e-09 -0.0112985  5.49995 -0.340468  
88.1845 6.71124e-09 -0.0112905  5.49995 -0.340228  
88.2473 6.659e-09 -0.0112825  5.49995 -0.339987  
88.3102 6.60699e-09 -0.0112746  5.49995 -0.339748  
88.373 6.55521e-09 -0.0112666  5.49995 -0.339508  
88.4358 6.50367e-09 -0.0112587  5.49995 -0.339269  
88.4987 6.45235e-09 -0.0112508  5.49995 -0.33903  
88.5615 6.40125e-09 -0.0112429  5.49995 -0.338791  
88.6243 6.35039e-09 -0.011235  5.49995 -0.338553  
88.6872 6.29975e-09 -0.0112271  5.49995 -0.338315  
88.75 6.24933e-09 -0.0112192  5.49995 -0.338077  
88.8128 6.19914e-09 -0.0112113  5.49995 -0.33784  
88.8757 6.14916e-09 -0.0112035  5.49995 -0.337603  
88.9385 6.09941e-09 -0.0111956  5.49995 -0.337367  
89.0013 6.04988e-09 -0.0111878  5.49995 -0.337131  
89.0642 6.00057e-09 -0.01118  5.49995 -0.336895  
89.127 5.95148e-09 -0.0111721  5.49995 -0.336659  
89.1898 5.90261e-09 -0.0111643  5.49995 -0.336424  
89.2526 5.85395e-09 -0.0111565  5.49995 -0.336189  
89.3155 5.8055e-09 -0.0111488  5.49995 -0.335954  
89.3783 5.75727e-09 -0.011141  5.49995 -0.33572  
89.4411 5.70925e-09 -0.0111332  5.49995 -0.335486  
89.504 5.66145e-09 -0.0111255  5.49995 -0.335252  
89.5668 5.61385e-09 -0.0111177  5.49995 -0.335019  
89.6296 5.56647e-09 -0.01111  5.49995 -0.334786  
89.6925 5.51929e-09 -0.0111023  5.49995 -0.334554  
89.7553 5.47233e-09 -0.0110946  5.49996 -0.334321  
89.8181 5.42557e-09 -0.0110869  5.49996 -0.334089  
89.881 5.37901e-09 -0.0110792  5.49996 -0.333858  
89.9438 5.33266e-09 -0.0110715  5.49996 -0.333626  
90.0066 5.28652e-09 -0.0110639  5.49996 -0.333395  
90.0695 5.24058e-09 -0.0110562  5.49996 -0.333164  
90.1323 5.19484e-09 -0.0110486  5.49996 -0.332934  
90.1951 5.14931e-09 -0.0110409  5.49996 -0.332704  
90.258 5.10397e-09 -0.0110333  5.49996 -0.332474  
90.3208 5.05883e-09 -0.0110257  5.49996 -0.332245  
90.3836 5.0139e-09 -0.0110181  5.49996 -0.332016  
90.4465 4.96916e-09 -0.0110105  5.49996 -0.331787  
90.5093 4.92462e-09 -0.0110029  5.49996 -0.331558  
90.5721 4.88027e-09 -0.0109954  5.49996 -0.33133  
90.6349 4.83612e-09 -0.0109878  5.49996 -0.331102  
90.6978 4.79216e-09 -0.0109803  5.49996 -0.330875  
90.7606 4.7484e-09 -0.0109727  5.49996 -0.330648  
90.8234 4.70483e-09 -0.0109652  5.49996 -0.330421  
90.8863 4.66145e-09 -0.0109577  5.49996 -0.330194  
90.9491 4.61826e-09 -0.0109502  5.49996 -0.329968  
91.0119 4.57526e-09 -0.0109427  5.49996 -0.329742  
91.0748 4.53245e-09 -0.0109352  5.49996 -0.329516  
91.1376 4.48983e-09 -0.0109277  5.49996 -0.329291  
91.2004 4.4474e-09 -0.0109202  5.49996 -0.329066  
91.2633 4.40515e-09 -0.0109128  5.49996 -0.328841  
91.3261 4.36309e-09 -0.0109053  5.49996 -0.328616  
91.3889 4.32121e-09 -0.0108979  5.49996 -0.328392  
91.4518 4.27952e-09 -0.0108905  5.49996 -0.328168  
91.5146 4.23801e-09 -0.010883  5.49996 -0.327945  
91.5774 4.19668e-09 -0.0108756  5.49996 -0.327722  
91.6403 4.15554e-09 -0.0108682  5.49996 -0.327499  
91.7031 4.11457e-09 -0.0108609  5.49996 -0.327276  
91.7659 4.07379e-09 -0.0108535  5.49997 -0.327054  
91.8288 4.03318e-09 -0.0108461  5.49997 -0.326832  
91.8916 3.99275e-09 -0.0108388  5.49997 -0.32661  
91.9544 3.9525e-09 -0.0108314  5.49997 -0.326389  
92.0172 3.91242e-09 -0.0108241  5.49997 -0.326167  
92.0801 3.87252e-09 -0.0108167  5.49997 -0.325947  
92.1429 3.8328e-09 -0.0108094  5.49997 -0.325726  
92.2057 3.79325e-09 -0.0108021  5.49997 -0.325506  
92.2686 3.75387e-09 -0.0107948  5.49997 -0.325286  
92.3314 3.71467e-09 -0.0107875  5.49997 -0.325066  
92.3942 3.67564e-09 -0.0107803  5.49997 -0.324847  
92.4571 3.63678e-09 -0.010773  5.49997 -0.324628  
92.5199 3.59809e-09 -0.0107657  5.49997 -0.324409  
92.5827 3.55956e-09 -0.0107585  5.49997 -0.324191  
92.6456 3.52121e-09 -0.0107512  5.49997 -0.323973  
92.7084 3.48303e-09 -0.010744  5.49997 -0.323755  
92.7712 3.44501e-09 -0.0107368  5.49997 -0.323537  
92.8341 3.40716e-09 -0.0107296  5.49997 -0.32332  
92.8969 3.36947e-09 -0.0107224  5.49997 -0.323103  
92.9597 3.33195e-09 -0.0107152  5.49997 -0.322886  
93.0226 3.2946e-09 -0.010708  5.49997 -0.32267  
93.0854 3.25741e-09 -0.0107008  5.49997 -0.322454  
93.1482 3.22038e-09 -0.0106937  5.49997 -0.322238  
93.2111 3.18351e-09 -0.0106865  5.49997 -0.322022  
93.2739 3.1468e-09 -0.0106794  5.49997 -0.321807  
93.3367 3.11026e-09 -0.0106722  5.49997 -0.321592  
93.3995 3.07387e-09 -0.0106651  5.49997 -0.321377  
93.4624 3.03764e-09 -0.010658  5.49997 -0.321163  
93.5252 3.00157e-09 -0.0106509  5.49997 -0.320949  
93.588 2.96566e-09 -0.0106438  5.49997 -0.320735  
93.6509 2.92991e-09 -0.0106367  5.49997 -0.320522  
93.7137 2.89431e-09 -0.0106296  5.49997 -0.320308  
93.7765 2.85887e-09 -0.0106226  5.49997 -0.320095  
93.8394 2.82358e-09 -0.0106155  5.49997 -0.319883  
93.9022 2.78845e-09 -0.0106085  5.49997 -0.31967  
93.965 2.75347e-09 -0.0106014  5.49998 -0.319458  
94.0279 2.71865e-09 -0.0105944  5.49998 -0.319246  
94.0907 2.68397e-09 -0.0105874  5.49998 -0.319035  
94.1535 2.64945e-09 -0.0105804  5.49998 -0.318824  
94.2164 2.61508e-09 -0.0105734  5.49998 -0.318613  
94.2792 2.58086e-09 -0.0105664  5.49998 -0.318402  
94.342 2.54678e-09 -0.0105594  5.49998 -0.318191  
94.4049 2.51286e-09 -0.0105524  5.49998 -0.317981  
94.4677 2.47909e-09 -0.0105454  5.49998 -0.317771  
94.5305 2.44546e-09 -0.0105385  5.49998 -0.317562  
94.5934 2.41198e-09 -0.0105315  5.49998 -0.317352  
94.6562 2.37864e-09 -0.0105246  5.49998 -0.317143  
94.719 2.34545e-09 -0.0105177  5.49998 -0.316935  
94.7819 2.31241e-09 -0.0105108  5.49998 -0.316726  
94.8447 2.27951e-09 -0.0105038  5.49998 -0.316518  
94.9075 2.24675e-09 -0.0104969  5.49998 -0.31631  
94.9703 2.21414e-09 -0.0104901  5.49998 -0.316102  
95.0332 2.18167e-09 -0.0104832  5.49998 -0.315895  
95.096 2.14934e-09 -0.0104763  5.49998 -0.315688  
95.1588 2.11715e-09 -0.0104694  5.49998 -0.315481  
95.2217 2.0851e-09 -0.0104626  5.49998 -0.315274  
95.2845 2.0532e-09 -0.0104557  5.49998 -0.315068  
95.3473 2.02143e-09 -0.0104489  5.49998 -0.314862  
95.4102 1.9898e-09 -0.0104421  5.49998 -0.314656  
95.473 1.95831e-09 -0.0104352  5.49998 -0.314451  
95.5358 1.92695e-09 -0.0104284  5.49998 -0.314245  
95.5987 1.89573e-09 -0.0104216  5.49998 -0.31404  
95.6615 1.86465e-09 -0.0104148  5.49998 -0.313836  
95.7243 1.83371e-09 -0.010408  5.49998 -0.313631  
95.7872 1.80289e-09 -0.0104013  5.49998 -0.313427  
95.85 1.77222e-09 -0.0103945  5.49998 -0.313223  
95.9128 1.74167e-09 -0.0103877  5.49998 -0.313019  
95.9757 1.71126e-09 -0.010381  5.49998 -0.312816  
96.0385 1.68099e-09 -0.0103742  5.49998 -0.312613  
96.1013 1.65084e-09 -0.0103675  5.49998 -0.31241  
96.1642 1.62083e-09 -0.0103608  5.49998 -0.312208  
96.227 1.59095e-09 -0.0103541  5.49998 -0.312005  
96.2898 1.56119e-09 -0.0103474  5.49999 -0.311803  
96.3526 1.53157e-09 -0.0103407  5.49999 -0.311601  
96.4155 1.50208e-09 -0.010334  5.49999 -0.3114  
96.4783 1.47271e-09 -0.0103273  5.49999 -0.311198  
96.5411 1.44348e-09 -0.0103206  5.49999 -0.310997  
96.604 1.41437e-09 -0.010314  5.49999 -0.310797  
96.6668 1.38538e-09 -0.0103073  5.49999 -0.310596  
96.7296 1.35653e-09 -0.0103007  5.49999 -0.310396  
96.7925 1.3278e-09 -0.010294  5.49999 -0.310196  
96.8553 1.29919e-09 -0.0102874  5.49999 -0.309996  
96.9181 1.27071e-09 -0.0102808  5.49999 -0.309797  
96.981 1.24236e-09 -0.0102741  5.49999 -0.309598  
97.0438 1.21412e-09 -0.0102675  5.49999 -0.309399  
97.1066 1.18601e-09 -0.0102609  5.49999 -0.3092  
97.1695 1.15803e-09 -0.0102544  5.49999 -0.309001  
97.2323 1.13016e-09 -0.0102478  5.49999 -0.308803  
97.2951 1.10242e-09 -0.0102412  5.49999 -0.308605  
97.358 1.0748e-09 -0.0102347  5.49999 -0.308408  
97.4208 1.0473e-09 -0.0102281  5.49999 -0.30821  
97.4836 1.01991e-09 -0.0102216  5.49999 -0.308013  
97.5465 9.92651e-10 -0.010215  5.49999 -0.307816  
97.6093 9.65507e-10 -0.0102085  5.49999 -0.307619  
97.6721 9.38482e-10 -0.010202  5.49999 -0.307423  
97.7349 9.11574e-10 -0.0101955  5.49999 -0.307227  
97.7978 8.84784e-10 -0.0101889  5.49999 -0.307031  
97.8606 8.58111e-10 -0.0101825  5.49999 -0.306835  
97.9234 8.31554e-10 -0.010176  5.49999 -0.30664  
97.9863 8.05112e-10 -0.0101695  5.49999 -0.306445  
98.0491 7.78786e-10 -0.010163  5.49999 -0.30625  
98.1119 7.52575e-10 -0.0101566  5.49999 -0.306055  
98.1748 7.26478e-10 -0.0101501  5.49999 -0.30586  
98.2376 7.00495e-10 -0.0101437  5.49999 -0.305666  
98.3004 6.74625e-10 -0.0101372  5.49999 -0.305472  
98.3633 6.48868e-10 -0.0101308  5.49999 -0.305279  
98.4261 6.23224e-10 -0.0101244  5.49999 -0.305085  
98.4889 5.97691e-10 -0.0101179  5.49999 -0.304892  
98.5518 5.72269e-10 -0.0101115  5.49999 -0.304699  
98.6146 5.46959e-10 -0.0101051  5.49999 -0.304506  
98.6774 5.21759e-10 -0.0100988  5.49999 -0.304314  
98.7403 4.96669e-10 -0.0100924  5.49999 -0.304122  
98.8031 4.71688e-10 -0.010086  5.5 -0.30393  
98.8659 4.46816e-10 -0.0100796  5.5 -0.303738  
98.9288 4.22053e-10 -0.0100733  5.5 -0.303546  
98.9916 3.97398e-10 -0.0100669  5.5 -0.303355  
99.0544 3.7285e-10 -0.0100606  5.5 -0.303164  
99.1172 3.4841e-10 -0.0100542  5.5 -0.302973  
99.1801 3.24076e-10 -0.0100479  5.5 -0.302783  
99.2429 2.99848e-10 -0.0100416  5.5 -0.302592  
99.3057 2.75727e-10 -0.0100353  5.5 -0.302402  
99.3686 2.5171e-10 -0.010029  5.5 -0.302213  
99.4314 2.27798e-10 -0.0100227  5.5 -0.302023  
99.4942 2.03991e-10 -0.0100164  5.5 -0.301834  
99.5571 1.80288e-10 -0.0100101  5.5 -0.301645  
99.6199 1.56688e-10 -0.0100039  5.5 -0.301456  
99.6827 1.33191e-10 -0.0099976  5.5 -0.301267  
99.7456 1.09797e-10 -0.00999135  5.5 -0.301079  
99.8084 8.65046e-11 -0.0099851  5.5 -0.30089  
99.8712 6.33143e-11 -0.00997886  5.5 -0.300703  
99.9341 4.02253e-11 -0.00997263  5.5 -0.300515  
99.9969 1.72371e-11 -0.0099664  5.5 -0.300327  
100.06 -5.65066e-12 -0.00996019  5.5 -0.30014  
100.123 -2.84384e-11 -0.00995398  5.5 -0.299953  
100.185 -5.11266e-11 -0.00994778  5.5 -0.299766  
100.248 -7.37156e-11 -0.00994159  5.5 -0.29958  
100.311 -9.62059e-11 -0.0099354  5.5 -0.299394  
100.374 -1.18598e-10 -0.00992922  5.5 -0.299207  
100.437 -1.40892e-10 -0.00992305  5.5 -0.299022  
100.5 -1.63089e-10 -0.00991689  5.5 -0.298836  
100.562 -1.85188e-10 -0.00991074  5.5 -0.298651  
100.625 -2.07191e-10 -0.00990459  5.5 -0.298465  
100.688 -2.29098e-10 -0.00989845  5.5 -0.298281  
100.751 -2.50909e-10 -0.00989232  5.5 -0.298096  
100.814 -2.72624e-10 -0.00988619  5.5 -0.297911  
100.877 -2.94245e-10 -0.00988008  5.5 -0.297727  
100.939 -3.15771e-10 -0.00987397  5.5 -0.297543  
101.002 -3.37203e-10 -0.00986787  5.5 -0.297359  
101.065 -3.58541e-10 -0.00986177  5.5 -0.297176  
101.128 -3.79785e-10 -0.00985569  5.5 -0.296993  
101.191 -4.00937e-10 -0.00984961  5.5 -0.296809  
101.254 -4.21996e-10 -0.00984353  5.5 -0.296627  
101.316 -4.42962e-10 -0.00983747  5.5 -0.296444  
101.379 -4.63837e-10 -0.00983141  5.5 -0.296262  
101.442 -4.84621e-10 -0.00982536  5.5 -0.296079  
101.505 -5.05313e-10 -0.00981932  5.5 -0.295897  
101.568 -5.25915e-10 -0.00981329  5.50001 -0.295716  
101.631 -5.46427e-10 -0.00980726  5.50001 -0.295534  
101.693 -5.66848e-10 -0.00980124  5.50001 -0.295353  
101.756 -5.8718e-10 -0.00979523  5.50001 -0.295172  
101.819 -6.07423e-10 -0.00978922  5.50001 -0.294991  
101.882 -6.27578e-10 -0.00978322  5.50001 -0.29481  
101.945 -6.47644e-10 -0.00977723  5.50001 -0.29463  
102.008 -6.67621e-10 -0.00977125  5.50001 -0.29445  
102.07 -6.87512e-10 -0.00976527  5.50001 -0.29427  
102.133 -7.07315e-10 -0.00975931  5.50001 -0.29409  
102.196 -7.27031e-10 -0.00975334  5.50001 -0.29391  
102.259 -7.4666e-10 -0.00974739  5.50001 -0.293731  
102.322 -7.66204e-10 -0.00974144  5.50001 -0.293552  
102.385 -7.85661e-10 -0.0097355  5.50001 -0.293373  
102.447 -8.05034e-10 -0.00972957  5.50001 -0.293194  
102.51 -8.24321e-10 -0.00972365  5.50001 -0.293016  
102.573 -8.43523e-10 -0.00971773  5.50001 -0.292838  
102.636 -8.62641e-10 -0.00971182  5.50001 -0.29266  
102.699 -8.81675e-10 -0.00970591  5.50001 -0.292482  
102.761 -9.00626e-10 -0.00970002  5.50001 -0.292304  
102.824 -9.19493e-10 -0.00969413  5.50001 -0.292127  
102.887 -9.38277e-10 -0.00968825  5.50001 -0.29195  
102.95 -9.56979e-10 -0.00968237  5.50001 -0.291773  
103.013 -9.75598e-10 -0.0096765  5.50001 -0.291596  
103.076 -9.94135e-10 -0.00967064  5.50001 -0.29142  
103.138 -1.01259e-09 -0.00966479  5.50001 -0.291243  
103.201 -1.03097e-09 -0.00965894  5.50001 -0.291067  
103.264 -1.04926e-09 -0.0096531  5.50001 -0.290891  
103.327 -1.06747e-09 -0.00964727  5.50001 -0.290716  
103.39 -1.08561e-09 -0.00964144  5.50001 -0.29054  
103.453 -1.10366e-09 -0.00963562  5.50001 -0.290365  
103.515 -1.12163e-09 -0.00962981  5.50001 -0.29019  
103.578 -1.13953e-09 -0.00962401  5.50001 -0.290015  
103.641 -1.15734e-09 -0.00961821  5.50001 -0.289841  
103.704 -1.17508e-09 -0.00961242  5.50001 -0.289666  
103.767 -1.19274e-09 -0.00960664  5.50001 -0.289492  
103.83 -1.21032e-09 -0.00960086  5.50001 -0.289318  
103.892 -1.22782e-09 -0.00959509  5.50001 -0.289144  
103.955 -1.24525e-09 -0.00958933  5.50001 -0.288971  
104.018 -1.2626e-09 -0.00958357  5.50001 -0.288798  
104.081 -1.27987e-09 -0.00957782  5.50001 -0.288624  
104.144 -1.29707e-09 -0.00957208  5.50001 -0.288451  
104.207 -1.31419e-09 -0.00956634  5.50001 -0.288279  
104.269 -1.33123e-09 -0.00956061  5.50001 -0.288106  
104.332 -1.3482e-09 -0.00955489  5.50001 -0.287934  
104.395 -1.3651e-09 -0.00954918  5.50001 -0.287762  
104.458 -1.38192e-09 -0.00954347  5.50001 -0.28759  
104.521 -1.39866e-09 -0.00953777  5.50002 -0.287418  
104.584 -1.41533e-09 -0.00953207  5.50002 -0.287247  
104.646 -1.43193e-09 -0.00952638  5.50002 -0.287075  
104.709 -1.44845e-09 -0.0095207  5.50002 -0.286904  
104.772 -1.46491e-09 -0.00951503  5.50002 -0.286734  
104.835 -1.48128e-09 -0.00950936  5.50002 -0.286563  
104.898 -1.49759e-09 -0.0095037  5.50002 -0.286392  
104.961 -1.51382e-09 -0.00949805  5.50002 -0.286222  
105.023 -1.52998e-09 -0.0094924  5.50002 -0.286052  
105.086 -1.54607e-09 -0.00948676  5.50002 -0.285882  
105.149 -1.56209e-09 -0.00948112  5.50002 -0.285713  
105.212 -1.57804e-09 -0.0094755  5.50002 -0.285543  
105.275 -1.59392e-09 -0.00946987  5.50002 -0.285374  
105.338 -1.60972e-09 -0.00946426  5.50002 -0.285205  
105.4 -1.62546e-09 -0.00945865  5.50002 -0.285036  
105.463 -1.64112e-09 -0.00945305  5.50002 -0.284867  
105.526 -1.65672e-09 -0.00944746  5.50002 -0.284699  
105.589 -1.67225e-09 -0.00944187  5.50002 -0.284531  
105.652 -1.68771e-09 -0.00943629  5.50002 -0.284363  
105.715 -1.7031e-09 -0.00943071  5.50002 -0.284195  
105.777 -1.71842e-09 -0.00942515  5.50002 -0.284027  
105.84 -1.73367e-09 -0.00941958  5.50002 -0.28386  
105.903 -1.74886e-09 -0.00941403  5.50002 -0.283692  
105.966 -1.76397e-09 -0.00940848  5.50002 -0.283525  
106.029 -1.77902e-09 -0.00940294  5.50002 -0.283358  
106.092 -1.79401e-09 -0.0093974  5.50002 -0.283192  
106.154 -1.80892e-09 -0.00939188  5.50002 -0.283025  
106.217 -1.82377e-09 -0.00938635  5.50002 -0.282859  
106.28 -1.83856e-09 -0.00938084  5.50002 -0.282693  
106.343 -1.85327e-09 -0.00937533  5.50002 -0.282527  
106.406 -1.86793e-09 -0.00936982  5.50002 -0.282361  
106.469 -1.88251e-09 -0.00936433  5.50002 -0.282196  
106.531 -1.89703e-09 -0.00935884  5.50002 -0.28203  
106.594 -1.91149e-09 -0.00935335  5.50002 -0.281865  
106.657 -1.92588e-09 -0.00934788  5.50002 -0.2817  
106.72 -1.94021e-09 -0.00934241  5.50002 -0.281536  
106.783 -1.95447e-09 -0.00933694  5.50002 -0.281371  
106.846 -1.96867e-09 -0.00933148  5.50002 -0.281207  
106.908 -1.98281e-09 -0.00932603  5.50002 -0.281043  
106.971 -1.99688e-09 -0.00932059  5.50002 -0.280879  
107.034 -2.01089e-09 -0.00931515  5.50002 -0.280715  
107.097 -2.02484e-09 -0.00930971  5.50002 -0.280551  
107.16 -2.03873e-09 -0.00930429  5.50002 -0.280388  
107.223 -2.05255e-09 -0.00929887  5.50002 -0.280225  
107.285 -2.06631e-09 -0.00929345  5.50002 -0.280062  
107.348 -2.08001e-09 -0.00928805  5.50002 -0.279899  
107.411 -2.09365e-09 -0.00928264  5.50002 -0.279736  
107.474 -2.10722e-09 -0.00927725  5.50002 -0.279574  
107.537 -2.12074e-09 -0.00927186  5.50002 -0.279412  
107.6 -2.13419e-09 -0.00926648  5.50002 -0.279249  
107.662 -2.14759e-09 -0.0092611  5.50002 -0.279088  
107.725 -2.16092e-09 -0.00925573  5.50002 -0.278926  
107.788 -2.1742e-09 -0.00925037  5.50003 -0.278764  
107.851 -2.18741e-09 -0.00924501  5.50003 -0.278603  
107.914 -2.20056e-09 -0.00923966  5.50003 -0.278442  
107.977 -2.21366e-09 -0.00923431  5.50003 -0.278281  
108.039 -2.2267e-09 -0.00922897  5.50003 -0.27812  
108.102 -2.23967e-09 -0.00922364  5.50003 -0.27796  
108.165 -2.25259e-09 -0.00921831  5.50003 -0.277799  
108.228 -2.26545e-09 -0.00921299  5.50003 -0.277639  
108.291 -2.27826e-09 -0.00920768  5.50003 -0.277479  
108.354 -2.291e-09 -0.00920237  5.50003 -0.277319  
108.416 -2.30369e-09 -0.00919707  5.50003 -0.27716  
108.479 -2.31632e-09 -0.00919177  5.50003 -0.277  
108.542 -2.32889e-09 -0.00918648  5.50003 -0.276841  
108.605 -2.34141e-09 -0.0091812  5.50003 -0.276682  
108.668 -2.35387e-09 -0.00917592  5.50003 -0.276523  
108.731 -2.36627e-09 -0.00917065  5.50003 -0.276364  
108.793 -2.37862e-09 -0.00916538  5.50003 -0.276206  
108.856 -2.39091e-09 -0.00916012  5.50003 -0.276047  
108.919 -2.40315e-09 -0.00915487  5.50003 -0.275889  
108.982 -2.41533e-09 -0.00914962  5.50003 -0.275731  
109.045 -2.42745e-09 -0.00914438  5.50003 -0.275573  
109.108 -2.43952e-09 -0.00913914  5.50003 -0.275415  
109.17 -2.45153e-09 -0.00913391  5.50003 -0.275258  
109.233 -2.46349e-09 -0.00912869  5.50003 -0.275101  
109.296 -2.4754e-09 -0.00912347  5.50003 -0.274944  
109.359 -2.48725e-09 -0.00911826  5.50003 -0.274787  
109.422 -2.49905e-09 -0.00911305  5.50003 -0.27463  
109.485 -2.51079e-09 -0.00910785  5.50003 -0.274473  
109.547 -2.52248e-09 -0.00910265  5.50003 -0.274317  
109.61 -2.53412e-09 -0.00909747  5.50003 -0.274161  
109.673 -2.54571e-09 -0.00909228  5.50003 -0.274005  
109.736 -2.55724e-09 -0.00908711  5.50003 -0.273849  
109.799 -2.56872e-09 -0.00908194  5.50003 -0.273693  
109.861 -2.58014e-09 -0.00907677  5.50003 -0.273538  
109.924 -2.59152e-09 -0.00907161  5.50003 -0.273382  
109.987 -2.60284e-09 -0.00906646  5.50003 -0.273227  
