8.199556825869 0.02314549298698 -0.1030038914104   0.0001283133972804 -0.1082313811579   -0.02462090714316 -0.1023834703314   
8.262388678941 0.022845906434 -0.1024024615032   0.000144314923181 -0.1075636033207   -0.02433890659631 -0.1018256649126   
8.325220532013 0.02255181239987 -0.1018069321807   0.0001596728323423 -0.1069036471804   -0.0240617444929 -0.1012729638462   
8.388052385085 0.02226309164213 -0.1012172625049   0.000174397766395 -0.1062513833337   -0.02378931196118 -0.1007253153255   
8.450884238157 0.02197962763756 -0.1006334097082   0.0001885007163617 -0.1056066845971   -0.02352150310424 -0.100182667897   
8.513716091228 0.02170130652157 -0.1000553293399   0.0002019929791865 -0.1049694259924   -0.02325821490387 -0.09964497046027   
8.5765479443 0.02142801703091 -0.0994829754068   0.0002148861176061 -0.1043394847298   -0.02299934712774 -0.09911217226678   
8.639379797372 0.02115965044551 -0.09891630050766   0.0002271919214667 -0.1037167401907   -0.02274480224031 -0.09858422292098   
8.702211650444 0.02089610053454 -0.09835525596151   0.0002389223721552 -0.1031010739088   -0.02249448531734 -0.09806107238076   
8.765043503516 0.02063726349997 -0.09779979193048   0.000250089608339 -0.1024923695504   -0.02224830396341 -0.09754267095872   
8.827875356587 0.02038303792348 -0.09724985753668   0.0002607058942606 -0.101890512893   -0.02200616823281 -0.09702896932367   
8.890707209659 0.02013332471455 -0.09670540097344   0.0002707835906162 -0.1012953918041   -0.02176799055302 -0.09651991850245   
8.953539062731 0.01988802705788 -0.0961663696111   0.000280335125898 -0.1007068962173   -0.02153368565166 -0.09601546988189   
9.016370915803 0.0196470503639 -0.09563271009734   0.0002893729714288 -0.1001249181092   -0.02130317048475 -0.09551557521099   
9.079202768875 0.01941030221872 -0.09510436845238   0.0002979096167225 -0.09954935147398   -0.02107636416943 -0.0950201866033   
9.142034621946 0.01917769233565 -0.09458129015896   0.0003059575469186 -0.09898009229856   -0.02085318791818 -0.09452925653924   
9.204866475018 0.01894913250768 -0.09406342024755   0.0003135292226946 -0.09841703853596   -0.02063356497441 -0.09404273786859   
9.26769832809 0.01872453656092 -0.09355070337668   0.0003206370603345 -0.09786009007857   -0.02041742055266 -0.09356058381298   
9.330530181162 0.01850382030877 -0.09304308390874   0.0003272934142497 -0.0973091487307   -0.02020468177883 -0.09308274796834   
9.393362034233 0.0182869015072 -0.09254050598129   0.0003335105606007 -0.09676411818068   -0.01999527763349 -0.09260918430738   
9.456193887305 0.01807369981052 -0.09204291357416   0.0003393006825452 -0.0962249039724   -0.01978913889648 -0.0921398471819   
9.519025740377 0.01786413672819 -0.09155025057241   0.000344675855483 -0.09569141347663   -0.0195861980949 -0.09167469132522   
9.581857593449 0.01765813558337 -0.09106246082536   0.0003496480357272 -0.09516355586181   -0.01938638945103 -0.09121367185427   
9.644689446521 0.01745562147042 -0.09057948820188   0.0003542290482531 -0.09464124206479   -0.01918964883299 -0.09075674427184   
9.707521299592 0.01725652121532 -0.09010127664198   0.0003584305764986 -0.09412438476121   -0.01899591370714 -0.09030386446844   
9.770353152664 0.017060763335 -0.08962777020507   0.0003622641528875 -0.09361289833575   -0.01880512309223 -0.08985498872428   
9.833185005736 0.01686827799907 -0.08915891311478   0.0003657411507562 -0.09310669885238   -0.01861721751358 -0.08941007371089   
9.896016858808 0.01667899699146 -0.08869464980077   0.0003688727763825 -0.09260570402438   -0.01843213896126 -0.08896907649277   
9.95884871188 0.0164928536726 -0.0882349249374   0.0003716700624253 -0.09210983318451   -0.01824983084759 -0.08853195452875   
10.02168056495 0.0163097829433 -0.08777968347967   0.0003741438620524 -0.09161900725513   -0.01807023796691 -0.08809866567325   
10.08451241802 0.01612972120909 -0.08732887069634   0.00037630484417 -0.0911331487184   -0.01789330645633 -0.08766916817739   
10.1473442711 0.01595260634418 -0.08688243220052   0.0003781634880812 -0.09065218158659   -0.01771898375851 -0.08724342068988   
10.21017612417 0.01577837765782 -0.08644031397783   0.0003797300804541 -0.09017603137261   -0.01754721858461 -0.08682138225776   
10.27300797724 0.01560697586066 -0.08600246241214   0.0003810147122555 -0.08970462506058   -0.01737796087826 -0.08640301232701   
10.33583983031 0.0154383430311 -0.08556882430923   0.0003820272748859 -0.08923789107676   -0.01721116178316 -0.08598827074292   
10.39867168338 0.01527242258411 -0.08513934691825   0.000382777459911 -0.0887757592606   -0.01704677360752 -0.08557711775031   
10.46150353645 0.01510915923868 -0.08471397795133   0.0003832747560938 -0.08831816083616   -0.01688474979364 -0.08516951399365   
10.52433538953 0.01494849898746 -0.08429266560112   0.0003835284487194 -0.08786502838369   -0.01672504488613 -0.0847654205169   
10.5871672426 0.01479038906648 -0.08387535855706   0.0003835476190264 -0.08741629581173   -0.01656761450151 -0.08436479876325   
10.64999909567 0.01463477792584 -0.08346200601876   0.0003833411439992 -0.08697189832911   -0.01641241529916 -0.08396761057467   
10.71283094874 0.01448161520008 -0.08305255771091   0.0003829176959457 -0.08653177241825   -0.01625940495312 -0.08357381819149   
10.77566280181 0.01433085168088 -0.08264696388893   0.0003822857432109 -0.0860958558067   -0.0161085421247 -0.08318338425107   
10.83849465488 0.01418243928865 -0.0822451753626   0.0003814535515489 -0.08566408744379   -0.01595978643473 -0.08279627178834   
10.90132650796 0.01403633104647 -0.08184714347204   0.0003804291828223 -0.08523640746749   -0.01581309844073 -0.08241244423156   
10.96415836103 0.01389248105192 -0.08145282016822   0.0003792205018316 -0.08481275719235   -0.01566843960479 -0.08203186540791   
11.0269902141 0.01375084445434 -0.08106215786299   0.0003778351659389 -0.08439307905842   -0.01552577228522 -0.08165449952837   
11.08982206717 0.01361137742551 -0.08067510975013   0.0003762806506586 -0.08397731665068   -0.01538505967929 -0.0812803112128   
11.15265392024 0.01347403713913 -0.08029162920478   0.0003745642071012 -0.08356541460421   -0.01524626586607 -0.08090926544041   
11.21548577332 0.01333878174484 -0.07991167087879   0.0003726929410192 -0.08315731867916   -0.01510935566615 -0.08054132762904   
11.27831762639 0.01320557033993 -0.07953518884727   0.0003706736920527 -0.0827529756184   -0.01497429481623 -0.08017646350601   
11.34114947946 0.01307436296576 -0.07916213956461   0.000368513217852 -0.08235233322847   -0.01484104964834 -0.0798146392908   
11.40398133253 0.0129451205414 -0.07879247748053   0.0003662179525713 -0.0819553403386   -0.01470958748684 -0.07945582144915   
11.4668131856 0.01281780491801 -0.0784261610648   0.0003637943006403 -0.08156194659624   -0.0145798761116 -0.0790999769786   
11.52964503867 0.01269237874959 -0.07806314521286   0.0003612483452243 -0.08117210296742   -0.01445188428718 -0.07874707311289   
11.59247689175 0.01256880559407 -0.07770338990892   0.0003585860744672 -0.08078576073817   -0.01432558129551 -0.0783970775611   
11.65530874482 0.0124470497964 -0.07734685145803   0.0003558133245595 -0.08040287292908   -0.01420093708978 -0.07804995837399   
11.71814059789 0.01232707648373 -0.0769934900699   0.000352935601074 -0.08002339257844   -0.01407792254989 -0.07770568393555   
11.78097245096 0.01220885166164 -0.07664326465975   0.0003499585221205 -0.07964727424483   -0.01395650868165 -0.07736422306559   
11.84380430403 0.01209234194259 -0.07629613501744   0.0003468872075623 -0.07927447321275   -0.01383666776683 -0.07702554492362   
11.90663615711 0.01197751484853 -0.07595206235008   0.0003437268834509 -0.07890494503978   -0.01371837214709 -0.07668961894535   
11.96946801018 0.01186433854364 -0.07561100719918   0.0003404825237155 -0.07853864719033   -0.01360159497184 -0.07635641513754   
12.03229986325 0.01175278184098 -0.07527293155533   0.0003371588213827 -0.07817553678785   -0.01348631021869 -0.07602590361149   
12.09513171632 0.01164281444724 -0.07493779768325   0.0003337605887807 -0.077815572272   -0.01337249184418 -0.07569805497063   
12.15796356939 0.01153440651221 -0.07460556833737   0.0003302922312191 -0.077458713278   -0.01326011494322 -0.07537284027318   
12.22079542246 0.01142752895113 -0.07427620677821   0.0003267580923605 -0.0771049189951   -0.01314915493709 -0.07505023060288   
12.28362727554 0.01132215344027 -0.07394967704622   0.0003231625047366 -0.07675415046758   -0.01303958746884 -0.07473019772062   
12.34645912861 0.01121825201192 -0.07362594366221   0.000319509425852 -0.07640636923566   -0.01293138927484 -0.07441271365536   
12.40929098168 0.01111579752406 -0.07330497113401   0.0003158028270756 -0.07606153662955   -0.01282453719305 -0.07409775049484   
12.47212283475 0.01101476347311 -0.0729867254035   0.0003120465920995 -0.07571961592344   -0.01271900844043 -0.07378528108273   
12.53495468782 0.0109151236646 -0.07267117253102   0.0003082442953368 -0.07538057055309   -0.01261478120081 -0.07347527841567   
12.5977865409 0.01081685272979 -0.07235827832447   0.0003043995212842 -0.07504436386109   -0.01251183371486 -0.07316771556396   
12.66061839397 0.01071992587897 -0.0720480104752   0.0003005157555686 -0.07471096106622   -0.01241014461207 -0.07286256638072   
12.72345024704 0.01062431857411 -0.07174033663477   0.0002965962263574 -0.07438032753674   -0.01230969339625 -0.07255980485733   
12.78628210011 0.01053000705513 -0.07143522385934   0.000292644137645 -0.07405242845046   -0.01221045967333 -0.07225940500119   
12.84911395318 0.01043696815656 -0.07113264132452   0.0002886626160454 -0.07372723072408   -0.0121124233472 -0.0719613415976   
12.91194580625 0.01034517889596 -0.07083255845218   0.0002846545758312 -0.07340470167303   -0.01201556512306 -0.07166558966418   
12.97477765933 0.01025461696083 -0.07053494353807   0.0002806228631336 -0.07308480820452   -0.01191986591786 -0.07137212412053   
13.0376095124 0.01016526070944 -0.07023976684428   0.000276570267285 -0.07276751867039   -0.01182530682065 -0.07108092058336   
13.10044136547 0.01007708865207 -0.06994699968179   0.000272499417781 -0.07245280226761   -0.01173186961169 -0.07079195510223   
13.16327321854 0.00999007977881 -0.06965661182805   0.0002684128412141 -0.07214062766422   -0.01163953643613 -0.07050520354469   
13.22610507161 0.009904213829462 -0.06936857418198   0.0002643130034436 -0.07183096441089   -0.01154828953285 -0.07022064225057   
13.28893692468 0.00981947077504 -0.06908285971078   0.0002602022631728 -0.07152378334956   -0.01145811164828 -0.06993824822595   
13.35176877776 0.009735830825412 -0.06879944019586   0.0002560828758145 -0.07121905503642   -0.01136898602194 -0.06965799838164   
13.41460063083 0.009653274905873 -0.06851828705197   0.0002519570098426 -0.07091675016801   -0.01128089602907 -0.06937986974629   
13.4774324839 0.009571784384584 -0.06823937412798   0.0002478267492906 -0.07061684080795   -0.01119382533921 -0.06910384009173   
13.54026433697 0.009491340712739 -0.06796267555448   0.0002436941096791 -0.07031929940491   -0.01110775812177 -0.06882988742552   
13.60309619004 0.009411925821145 -0.06768816392188   0.0002395610149466 -0.07002409805484   -0.01102267882029 -0.06855798959859   
13.66592804312 0.009333522288701 -0.06741581310122   0.0002354292817073 -0.06973120967062   -0.01093857205621 -0.06828812494322   
13.72875989619 0.009256112874942 -0.06714559895487   0.0002313006760949 -0.06944060821504   -0.0108554228193 -0.06802027240859   
13.79159174926 0.009179680494878 -0.06687749635676   0.0002271769221334 -0.06915226753314   -0.01077321646878 -0.06775441089638   
13.85442360233 0.009104208655355 -0.06661147940329   0.0002230596255209 -0.06886616146743   -0.01069193858031 -0.06749051932504   
13.9172554554 0.009029681342175 -0.06634752419482   0.0002189502931619 -0.06858226486998   -0.01061157496871 -0.06722857723887   
13.98008730847 0.008956082610554 -0.06608560794452   0.0002148504273117 -0.06830055323725   -0.01053211177183 -0.06696856459246   
14.04291916155 0.008883396763431 -0.06582570651336   0.0002107614857122 -0.0680210018524   -0.01045353540986 -0.06671046121108   
14.10575101462 0.00881160869199 -0.06556779569456   0.0002066847849521 -0.06774358625378   -0.01037583253691 -0.0664542470872   
14.16858286769 0.008740703637023 -0.06531185332488   0.0002026215669836 -0.06746828291885   -0.01029899005529 -0.06619990283816   
14.23141472076 0.00867066688012 -0.06505785779532   0.0001985731021468 -0.06719506873963   -0.01022299511556 -0.06594740936154   
14.29424657383 0.008601483986045 -0.06480578621263   0.000194540609394 -0.06692392044708   -0.010147835113 -0.06569674743202   
14.35707842691 0.008533141063492 -0.06455561591385   0.0001905251554848 -0.06665481510912   -0.01007349770404 -0.06544789804896   
